date,price
25/4/2003,29.374901
28/4/2003,29.660801
29/4/2003,30.9473
30/4/2003,30.8043
1/5/2003,30.8043
2/5/2003,31.161699
5/5/2003,31.662001
6/5/2003,31.447599
7/5/2003,31.161699
8/5/2003,31.161699
9/5/2003,31.7335
12/5/2003,32.7341
13/5/2003,32.090801
14/5/2003,32.305302
15/5/2003,32.591099
16/5/2003,32.376701
19/5/2003,32.019402
20/5/2003,31.662001
21/5/2003,31.805
22/5/2003,32.519699
23/5/2003,33.448799
26/5/2003,34.663799
27/5/2003,34.020599
28/5/2003,34.306499
29/5/2003,34.306499
30/5/2003,33.9491
2/6/2003,34.663799
3/6/2003,35.021198
4/6/2003,35.021198
5/6/2003,34.949699
6/6/2003,35.5215
9/6/2003,35.378601
10/6/2003,35.450001
11/6/2003,35.378601
12/6/2003,35.735901
13/6/2003,35.735901
16/6/2003,35.9146
17/6/2003,36.0933
18/6/2003,35.664398
19/6/2003,35.5215
20/6/2003,35.092701
23/6/2003,34.235001
24/6/2003,33.734699
25/6/2003,33.591801
26/6/2003,34.163502
27/6/2003,34.020599
30/6/2003,33.448799
1/7/2003,33.448799
2/7/2003,33.3773
3/7/2003,33.3773
4/7/2003,33.520302
7/7/2003,34.163502
8/7/2003,34.878201
9/7/2003,35.2356
10/7/2003,35.164101
11/7/2003,34.949699
14/7/2003,35.9146
15/7/2003,35.9146
16/7/2003,36.4506
17/7/2003,35.735901
18/7/2003,36.629299
21/7/2003,36.4506
22/7/2003,35.9146
23/7/2003,35.5215
24/7/2003,35.735901
25/7/2003,35.735901
28/7/2003,36.4506
29/7/2003,36.4506
30/7/2003,36.0933
31/7/2003,36.629299
1/8/2003,37.344002
4/8/2003,37.344002
5/8/2003,36.807999
6/8/2003,35.592999
7/8/2003,35.450001
8/8/2003,35.592999
11/8/2003,35.9146
12/8/2003,36.629299
13/8/2003,37.165298
14/8/2003,37.8801
15/8/2003,37.8801
18/8/2003,38.4161
19/8/2003,38.773499
20/8/2003,39.130798
21/8/2003,40.381599
22/8/2003,41.9897
25/8/2003,43.061798
26/8/2003,42.704399
27/8/2003,42.704399
28/8/2003,42.5257
29/8/2003,43.240501
1/9/2003,43.9552
2/9/2003,44.491199
3/9/2003,45.384602
4/9/2003,45.384602
5/9/2003,45.027199
8/9/2003,45.027199
9/9/2003,44.669899
10/9/2003,42.5257
11/9/2003,42.883099
12/9/2003,42.883099
15/9/2003,44.133801
16/9/2003,44.3125
17/9/2003,45.027199
18/9/2003,44.491199
19/9/2003,42.704399
22/9/2003,42.1684
23/9/2003,43.061798
24/9/2003,45.920601
25/9/2003,43.776501
26/9/2003,44.133801
29/9/2003,43.597801
30/9/2003,43.776501
1/10/2003,43.776501
2/10/2003,46.456699
3/10/2003,46.635399
6/10/2003,47.528801
7/10/2003,46.456699
